drug_a,drug_b,score,name_a,name_b,influential_neighbors_a,influential_neighbors_b
DB01873,DB11471,0.987902045249939,Epothilone D,Tilmicosin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB01076:Atorvastatin (0.014); DB11471:Tilmicosin (0.003)
DB00328,DB00856,0.9878097772598268,Indomethacin,Chlorphenesin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00856:Chlorphenesin (0.732); DB00243:Ranolazine (0.078)
DB00328,DB13729,0.9877704381942748,Indomethacin,Camostat,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13729:Camostat (1.000)
DB00328,DB08663,0.9877035617828368,Indomethacin,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB08663:4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE (1.000)
DB06228,DB13821,0.987695574760437,Rivaroxaban,Ceftezole,DB06228:Rivaroxaban (0.003); DB08880:Teriflunomide (0.002),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00328,DB06331,0.9876546263694764,Indomethacin,4-O-Demethylpenclomedine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06331:4-O-Demethylpenclomedine (1.000)
DB00328,DB13269,0.9875963926315308,Indomethacin,Dichlorobenzyl alcohol,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13269:Dichlorobenzyl alcohol (0.351); DB13821:Ceftezole (0.009)
DB00296,DB13821,0.9875868558883668,Ropivacaine,Ceftezole,DB00296:Ropivacaine (0.011); DB08880:Teriflunomide (0.003),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00852,DB06770,0.9875166416168212,Pseudoephedrine,Benzyl alcohol,DB14490:Ferrous ascorbate (0.894); DB00142:Glutamic acid (0.867); DB14484:Magnesium ascorbate (0.821),DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000)
DB00328,DB06199,0.9875085949897766,Indomethacin,Atrasentan,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06199:Atrasentan (0.037); DB01076:Atorvastatin (0.026)
DB11142,DB12425,0.9874947667121888,Selenomethionine,Liothyronine I-131,DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026),DB12425:Liothyronine I-131 (0.158); DB08984:Etofenamate (0.045)
DB01570,DB13821,0.9874366521835328,Ohmefentanyl,Ceftezole,DB01570:Ohmefentanyl (1.000),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00852,DB14055,0.9874202609062196,Pseudoephedrine,(S)-Warfarin,DB14490:Ferrous ascorbate (0.894); DB00142:Glutamic acid (0.867); DB14484:Magnesium ascorbate (0.821),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB00328,DB06525,0.9873867630958556,Indomethacin,Ganstigmine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06525:Ganstigmine (1.000)
DB00328,DB08502,0.98737770318985,Indomethacin,Capravirine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB08502:Capravirine (0.071); DB01076:Atorvastatin (0.030)
DB09071,DB13821,0.9873681664466858,Tasimelteon,Ceftezole,DB09071:Tasimelteon (0.038); DB08880:Teriflunomide (0.004),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00328,DB12289,0.987216293811798,Indomethacin,Darexaban,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB12289:Darexaban (0.183); DB13821:Ceftezole (0.005)
DB13070,DB13821,0.9870868921279908,Surinabant,Ceftezole,DB08953:Indalpine (0.005); DB13070:Surinabant (0.003),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00779,DB13821,0.9870807528495787,Nalidixic acid,Ceftezole,DB00779:Nalidixic acid (1.000),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB06155,DB13821,0.98706716299057,Rimonabant,Ceftezole,DB06155:Rimonabant (0.008); DB08953:Indalpine (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB12518,DB13821,0.9870445132255554,Raclopride,Ceftezole,DB12518:Raclopride (0.007); DB08953:Indalpine (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB03513,DB12425,0.987031877040863,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",Liothyronine I-131,"DB03513:(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid (0.497); DB06210:Eltrombopag (0.021)",DB12425:Liothyronine I-131 (0.158); DB08984:Etofenamate (0.045)
DB00567,DB13821,0.9870306849479676,Cephalexin,Ceftezole,DB00567:Cephalexin (0.063); DB08880:Teriflunomide (0.004),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB12235,DB13622,0.9869986176490784,Estetrol,Selenium (75Se) norcholesterol,DB01210:Levobunolol (0.974); DB13317:Flunoxaprofen (0.954); DB14486:Niacinamide ascorbate (0.928),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB03513,DB11142,0.9869827032089232,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",Selenomethionine,"DB03513:(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid (0.497); DB06210:Eltrombopag (0.021)",DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026)
DB13082,DB13821,0.986969232559204,Nefiracetam,Ceftezole,DB13082:Nefiracetam (0.032); DB08953:Indalpine (0.008),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB13601,DB13821,0.986957311630249,Oxiracetam,Ceftezole,DB13601:Oxiracetam (0.026); DB08953:Indalpine (0.008),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB08172,DB08880,0.9868828654289246,(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,Teriflunomide,DB08172:(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB01202,DB13821,0.9868801832199096,Levetiracetam,Ceftezole,DB01202:Levetiracetam (0.027); DB08953:Indalpine (0.008),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB11868,DB13821,0.9868801832199096,Etiracetam,Ceftezole,DB11868:Etiracetam (0.027); DB08953:Indalpine (0.008),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB07443,DB08264,0.9868496656417848,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",DB07443:(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide (1.000),"DB08264:(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene (1.000)"
DB06770,DB09563,0.98679381608963,Benzyl alcohol,Choline C-11,DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000),DB09563:Choline C-11 (1.000)
DB00328,DB08261,0.9867225289344788,Indomethacin,"2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester",DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),"DB08261:2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester (1.000)"
DB01418,DB14485,0.9867151379585266,Acenocoumarol,Zinc ascorbate,DB01418:Acenocoumarol (1.000),DB14485:Zinc ascorbate (0.376); DB00537:Ciprofloxacin (0.029)
DB01053,DB13821,0.9866579174995422,Benzylpenicillin,Ceftezole,DB01053:Benzylpenicillin (0.092); DB08880:Teriflunomide (0.005),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB07200,DB08880,0.9866325855255128,"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID",Teriflunomide,"DB07200:(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID (1.000)",DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB03049,DB12425,0.9866209030151368,S-Selanyl Cysteine,Liothyronine I-131,DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062),DB12425:Liothyronine I-131 (0.158); DB08984:Etofenamate (0.045)
DB01873,DB13461,0.9866144061088562,Epothilone D,Cefcapene,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13461:Cefcapene (0.170); DB13821:Ceftezole (0.005)
DB01873,DB14570,0.9865790009498596,Epothilone D,Hydroxyprogesterone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB14570:Hydroxyprogesterone (1.000)
DB00572,DB14055,0.9865680932998656,Atropine,(S)-Warfarin,DB00572:Atropine (0.329); DB14719:Bentazepam (0.016),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB01453,DB13821,0.9865422248840332,Beta-hydroxyfentanyl,Ceftezole,DB01453:Beta-hydroxyfentanyl (1.000),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB02958,DB11142,0.98653644323349,Selenomethionine Selenoxide,Selenomethionine,DB02958:Selenomethionine Selenoxide (0.508); DB06210:Eltrombopag (0.024),DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026)
DB03049,DB11142,0.9865134358406068,S-Selanyl Cysteine,Selenomethionine,DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062),DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026)
DB00328,DB06510,0.9864971041679382,Indomethacin,Muraglitazar,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06510:Muraglitazar (0.168); DB01076:Atorvastatin (0.035)
DB00328,DB13873,0.9864524602890016,Indomethacin,Fenofibric acid,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13873:Fenofibric acid (0.249); DB13821:Ceftezole (0.007)
DB00979,DB09076,0.9864264726638794,Cyclopentolate,Umeclidinium,DB00979:Cyclopentolate (0.064); DB09262:Imidafenacin (0.040),DB09076:Umeclidinium (0.693); DB14719:Bentazepam (0.076)
DB03049,DB03513,0.9864081144332886,S-Selanyl Cysteine,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062),"DB03513:(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid (0.497); DB06210:Eltrombopag (0.021)"
DB09076,DB09271,0.9863916635513306,Umeclidinium,Cimetropium,DB09076:Umeclidinium (0.693); DB14719:Bentazepam (0.076),DB09271:Cimetropium (0.057); DB09262:Imidafenacin (0.037)
DB00328,DB06469,0.9863627552986144,Indomethacin,Lestaurtinib,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06469:Lestaurtinib (0.192); DB01076:Atorvastatin (0.037)
DB00328,DB13780,0.9863362312316896,Indomethacin,Aluminium clofibrate,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13780:Aluminium clofibrate (0.557); DB01076:Atorvastatin (0.152)
DB01418,DB04619,0.9862799644470216,Acenocoumarol,Acetophenone,DB01418:Acenocoumarol (1.000),DB00460:Verteporfin (0.997); DB04619:Acetophenone (0.863)
DB00328,DB12364,0.9862040281295776,Indomethacin,Betrixaban,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB12364:Betrixaban (0.168); DB13821:Ceftezole (0.005)
DB00682,DB13800,0.9861844182014464,Warfarin,Calcium levulinate,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB01070:Dihydrotachysterol (0.765); DB13800:Calcium levulinate (0.691)
DB03610,DB08880,0.986138641834259,4-(trifluoromethyl)phenol,Teriflunomide,DB03610:4-(trifluoromethyl)phenol (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB11404,DB13821,0.9860878586769104,Enrofloxacin,Ceftezole,DB11404:Enrofloxacin (0.055); DB00328:Indomethacin (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00210,DB00328,0.9860647916793824,Adapalene,Indomethacin,DB00210:Adapalene (0.103); DB00936:Salicylic acid (0.075),DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000)
DB00421,DB01873,0.9859835505485536,Spironolactone,Epothilone D,DB00421:Spironolactone (0.022); DB00682:Warfarin (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB08655,DB14055,0.9859811067581176,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",(S)-Warfarin,"DB08655:9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE (1.000)",DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB06600,DB13821,0.985974133014679,Nemonoxacin,Ceftezole,DB06600:Nemonoxacin (0.048); DB00328:Indomethacin (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00224,DB13821,0.98590487241745,Indinavir,Ceftezole,DB00328:Indomethacin (0.003); DB00224:Indinavir (0.002),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00328,DB11393,0.9858954548835754,Indomethacin,Danofloxacin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB11393:Danofloxacin (1.000)
DB00351,DB01873,0.9858917593955994,Megestrol acetate,Epothilone D,DB00351:Megestrol acetate (0.018); DB00682:Warfarin (0.003),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB04576,DB13821,0.9858835339546204,Fleroxacin,Ceftezole,DB04576:Fleroxacin (0.027); DB00328:Indomethacin (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00470,DB01873,0.9858781099319458,Dronabinol,Epothilone D,DB00470:Dronabinol (0.020); DB00682:Warfarin (0.003),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00603,DB01873,0.9858716130256652,Medroxyprogesterone acetate,Epothilone D,DB00603:Medroxyprogesterone acetate (0.022); DB00682:Warfarin (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB01265,DB01873,0.9858415722846984,Telbivudine,Epothilone D,DB01265:Telbivudine (0.555); DB01004:Ganciclovir (0.023),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB02300,DB13622,0.9858331680297852,Calcipotriol,Selenium (75Se) norcholesterol,DB02300:Calcipotriol (0.261); DB00252:Phenytoin (0.033),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB00827,DB13821,0.9857718348503112,Cinoxacin,Ceftezole,DB00827:Cinoxacin (0.010); DB00328:Indomethacin (0.005),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB00607,DB13821,0.9857715368270874,Nafcillin,Ceftezole,DB00607:Nafcillin (0.008); DB00328:Indomethacin (0.005),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB02345,DB12425,0.985752284526825,Selenocysteine,Liothyronine I-131,DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),DB12425:Liothyronine I-131 (0.158); DB08984:Etofenamate (0.045)
DB01548,DB06274,0.9857052564620972,Diprenorphine,Alvimopan,DB01548:Diprenorphine (0.611); DB09049:Naloxegol (0.312),DB06274:Alvimopan (0.523); DB09049:Naloxegol (0.318)
DB00486,DB01873,0.9856752753257751,Nabilone,Epothilone D,DB00486:Nabilone (0.032); DB00682:Warfarin (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB08953,DB11510,0.9856658577919006,Indalpine,Deslorelin,DB12526:Batefenterol (1.000); DB11582:Thiocolchicoside (1.000); DB15149:Futibatinib (1.000),DB09277:Choline C 11 (0.048); DB11510:Deslorelin (0.000)
DB02345,DB11142,0.985662877559662,Selenocysteine,Selenomethionine,DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026)
DB14055,DB14490,0.9855888485908508,(S)-Warfarin,Ferrous ascorbate,DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000),DB00852:Pseudoephedrine (0.179); DB14490:Ferrous ascorbate (0.106)
DB00979,DB09271,0.9855696558952332,Cyclopentolate,Cimetropium,DB00979:Cyclopentolate (0.064); DB09262:Imidafenacin (0.040),DB09271:Cimetropium (0.057); DB09262:Imidafenacin (0.037)
DB02958,DB03049,0.9855522513389589,Selenomethionine Selenoxide,S-Selanyl Cysteine,DB02958:Selenomethionine Selenoxide (0.508); DB06210:Eltrombopag (0.024),DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062)
DB02345,DB03513,0.9855456948280334,Selenocysteine,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),"DB03513:(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid (0.497); DB06210:Eltrombopag (0.021)"
DB01418,DB14514,0.9855058193206788,Acenocoumarol,Magnesium levulinate,DB01418:Acenocoumarol (1.000),DB14514:Magnesium levulinate (0.533); DB00537:Ciprofloxacin (0.062)
DB07983,DB08193,0.9853615760803224,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,2-(3-NITROPHENYL)ACETIC ACID,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB08193:2-(3-NITROPHENYL)ACETIC ACID (1.000)
DB01418,DB13280,0.985352098941803,Acenocoumarol,Aluminium acetoacetate,DB01418:Acenocoumarol (1.000),DB13280:Aluminium acetoacetate (0.688); DB14652:Clocortolone acetate (0.423)
DB14055,DB14484,0.9853478074073792,(S)-Warfarin,Magnesium ascorbate,DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000),DB00852:Pseudoephedrine (0.204); DB14484:Magnesium ascorbate (0.179)
DB01418,DB13596,0.9853455424308776,Acenocoumarol,Oxycinchophen,DB01418:Acenocoumarol (1.000),DB13596:Oxycinchophen (1.000)
DB04654,DB08953,0.9852945804595948,4-PIPERIDIN-4-YLBUTANAL,Indalpine,DB04654:4-PIPERIDIN-4-YLBUTANAL (1.000),DB12526:Batefenterol (1.000); DB11582:Thiocolchicoside (1.000); DB15149:Futibatinib (1.000)
DB02822,DB06770,0.9852182269096376,Para-Bromobenzyl Alcohol,Benzyl alcohol,DB02822:Para-Bromobenzyl Alcohol (1.000),DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000)
DB00328,DB12211,0.9851523637771606,Indomethacin,PSI-697,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB12211:PSI-697 (1.000)
DB01873,DB11383,0.985136866569519,Epothilone D,Carbomycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB11383:Carbomycin (0.000)
DB01873,DB06233,0.9851357340812684,Epothilone D,Ridaforolimus,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB06233:Ridaforolimus (0.000)
DB01873,DB06419,0.9851353764533995,Epothilone D,Cethromycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB06419:Cethromycin (0.000)
DB01873,DB13409,0.98513525724411,Epothilone D,Rokitamycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB13409:Rokitamycin (0.000)
DB01873,DB11459,0.9851348996162416,Epothilone D,Selamectin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB11459:Selamectin (0.000)
DB01873,DB09309,0.9851345419883728,Epothilone D,Kitasamycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB09309:Kitasamycin (0.000)
DB01873,DB06587,0.9851300716400146,Epothilone D,Mitemcinal,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.001); DB06587:Mitemcinal (0.000)
DB00981,DB04892,0.9851251840591432,Physostigmine,Phenserine,DB00981:Physostigmine (0.105); DB09262:Imidafenacin (0.044),DB04892:Phenserine (0.146); DB09262:Imidafenacin (0.047)
DB00981,DB15317,0.9851251840591432,Physostigmine,Posiphen,DB00981:Physostigmine (0.105); DB09262:Imidafenacin (0.044),DB15317:Posiphen (0.146); DB09262:Imidafenacin (0.047)
DB01873,DB13179,0.9851234555244446,Epothilone D,Troleandomycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.002); DB13179:Troleandomycin (0.001)
DB01873,DB11470,0.9851220846176147,Epothilone D,Tildipirosin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.002); DB11470:Tildipirosin (0.001)
DB01873,DB11442,0.985108196735382,Epothilone D,Oleandomycin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB00682:Warfarin (0.002); DB11442:Oleandomycin (0.002)
DB01873,DB03010,0.9850887656211852,Epothilone D,Patupilone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB03010:Patupilone (0.248); DB00682:Warfarin (0.005)
DB01873,DB12391,0.9850624799728394,Epothilone D,Sagopilone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB12391:Sagopilone (0.004); DB00682:Warfarin (0.002)
DB01364,DB11344,0.9850524067878724,Ephedrine,(+)-menthol,DB01364:Ephedrine (1.000),DB11344:(+)-menthol (1.000)
DB01548,DB03622,0.9849928617477416,Diprenorphine,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",DB01548:Diprenorphine (0.611); DB09049:Naloxegol (0.312),"DB03622:5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione (1.000)"
DB04892,DB15317,0.9849704504013062,Phenserine,Posiphen,DB04892:Phenserine (0.146); DB09262:Imidafenacin (0.047),DB15317:Posiphen (0.146); DB09262:Imidafenacin (0.047)
DB01873,DB06287,0.984955370426178,Epothilone D,Temsirolimus,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB08880:Teriflunomide (0.001); DB06287:Temsirolimus (0.000)
DB01873,DB13068,0.9849440455436708,Epothilone D,9-(N-methyl-L-isoleucine)-cyclosporin A,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB08880:Teriflunomide (0.002); DB13068:9-(N-methyl-L-isoleucine)-cyclosporin A (0.000)
DB01873,DB11636,0.9849067330360411,Epothilone D,Nomegestrol,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB11636:Nomegestrol (0.019); DB00682:Warfarin (0.003)
DB04631,DB14055,0.9848995208740234,Atpenin A5,(S)-Warfarin,DB04631:Atpenin A5 (1.000),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB09400,DB11142,0.984872341156006,Selenomethionine Se-75,Selenomethionine,DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024),DB11142:Selenomethionine (0.507); DB06210:Eltrombopag (0.026)
DB01873,DB14649,0.9848268032073976,Epothilone D,Dexamethasone acetate,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB14649:Dexamethasone acetate (0.007); DB08880:Teriflunomide (0.003)
DB01873,DB04540,0.984825313091278,Epothilone D,Cholesterol,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB04540:Cholesterol (0.008); DB08880:Teriflunomide (0.003)
DB12694,DB13821,0.9848155975341796,CE-326597,Ceftezole,DB12694:CE-326597 (1.000),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB01873,DB08970,0.984806478023529,Epothilone D,Fluprednidene,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB08970:Fluprednidene (0.009); DB08880:Teriflunomide (0.003)
DB01873,DB13528,0.9847887754440308,Epothilone D,Chlormadinone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13528:Chlormadinone (0.033); DB00682:Warfarin (0.004)
